id_nspn,date_homework,event,apq_01_good_job,apq_02_threaten_punish,apq_03_fails_note,apq_04_games,apq_05_talk_out_punish,apq_06_ask_school,apq_07_stays_out,apq_08_homework,apq_09_compliment,apq_10_praise,apq_11_out_friends,apq_12_punish_early,apq_13_spank,apq_14_slap,apq_15_hit,apq_positive,apq_inconsistent,apq_poorsup,apq_involve,apq_punish,apq_alabama_parentin_v_14
10983,09/09/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
11007,14/02/2013,Home Questionnaire Pack 1,Sometimes,Never,Never,Sometimes,Never,Sometimes,.a,Sometimes,Sometimes,Almost never,Sometimes,Never,Almost never,Almost never,Never,8,3,,9,5,Complete
11023,05/02/2013,Home Questionnaire Pack 1,Almost never,Almost never,Almost never,Almost never,Sometimes,Often,Never,Almost never,Almost never,Almost never,Sometimes,Sometimes,Never,Never,Never,6,8,6,8,3,Complete
11023,24/01/2014,Home Questionnaire Pack 2,Never,Sometimes,Never,Almost never,Never,Never,Never,Never,Almost never,Almost never,Almost never,Never,Often,Often,Always,5,5,4,4,13,Complete
11049,04/02/2013,Home Questionnaire Pack 1,Sometimes,Almost never,Never,Sometimes,Never,Always,Almost never,Sometimes,Often,Sometimes,Never,Never,Never,Never,Never,10,4,4,11,3,Complete
11049,23/01/2014,Home Questionnaire Pack 2,Often,Never,Never,Always,Never,Always,Almost never,Sometimes,Always,Always,Almost never,Sometimes,Never,Never,Never,14,5,5,13,3,Complete
11049,27/06/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
11056,04/02/2013,Home Questionnaire Pack 1,Sometimes,Almost never,Never,Never,Never,Sometimes,Never,Never,Sometimes,Almost never,Always,Never,Sometimes,Sometimes,Sometimes,8,4,7,5,9,Complete
11056,23/01/2014,Home Questionnaire Pack 2,Almost never,Sometimes,Never,Almost never,Never,Almost never,Never,Never,Almost never,Never,Often,Never,Never,Sometimes,Never,5,5,6,5,5,Complete
11056,15/06/2016,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
11064,06/02/2013,Home Questionnaire Pack 1,Sometimes,Never,Almost never,Often,Never,Always,Almost never,Almost never,Sometimes,Often,Almost never,Almost never,Never,Never,Never,10,4,6,11,3,Complete
11064,18/02/2014,Home Questionnaire Pack 2,Often,Sometimes,Almost never,Sometimes,Sometimes,Often,Never,Almost never,Often,Often,Never,Sometimes,Never,Never,Never,12,9,4,9,3,Complete
11064,28/06/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
11080,04/02/2013,Home Questionnaire Pack 1,Often,Never,Never,Sometimes,Never,Always,Never,Sometimes,Often,Often,Never,Sometimes,Never,Never,Never,12,5,3,11,3,Complete
11080,13/07/2014,Home Questionnaire Pack 2,Often,Never,Never,Sometimes,Almost never,Often,Sometimes,Almost never,Often,Often,Never,Almost never,Never,Never,Never,12,5,5,9,3,Complete
11080,28/07/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
11130,05/02/2013,Home Questionnaire Pack 1,Never,Sometimes,Always,Never,Often,Always,Sometimes,Never,Never,Never,Often,Always,Never,Never,Never,3,12,12,7,3,Complete
11148,04/02/2013,Home Questionnaire Pack 1,Almost never,Sometimes,Almost never,Never,Often,Almost never,Often,Never,Never,Never,Sometimes,Sometimes,Never,Never,Never,4,10,9,4,3,Complete
11171,04/02/2013,Home Questionnaire Pack 1,Almost never,Never,Never,Never,Never,Often,Never,Never,Sometimes,Never,Almost never,Never,Sometimes,Often,Sometimes,6,3,4,6,10,Complete
11171,05/02/2014,Home Questionnaire Pack 2,Never,Often,Always,Never,Sometimes,Often,Always,Never,Never,Never,Almost never,Almost never,Often,Often,Often,3,9,12,6,12,Complete
11171,01/10/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
11197,04/02/2013,Home Questionnaire Pack 1,Never,Never,Sometimes,Sometimes,Often,Always,Sometimes,Never,Almost never,Never,Almost never,Sometimes,Never,Never,Never,4,8,8,9,3,Complete
11205,04/02/2013,Home Questionnaire Pack 1,Often,Almost never,Often,Almost never,Almost never,Often,Never,Sometimes,Often,Often,Almost never,Sometimes,Never,Never,Never,12,7,7,9,3,Complete
11213,26/02/2013,Home Questionnaire Pack 1,Often,Almost never,Almost never,Sometimes,Almost never,Always,Almost never,Often,Always,Always,Always,Sometimes,Never,Never,Never,14,7,9,12,3,Complete
11213,16/02/2014,Home Questionnaire Pack 2,Often,Sometimes,Sometimes,Sometimes,Almost never,Always,Sometimes,Always,Always,Always,Often,Sometimes,Never,Never,Never,14,8,10,13,3,Complete
11221,04/02/2013,Home Questionnaire Pack 1,Sometimes,Never,Sometimes,Sometimes,Never,Often,Sometimes,Almost never,Often,Sometimes,Almost never,Never,Never,Never,Never,10,3,8,9,3,Complete
11221,26/01/2014,Home Questionnaire Pack 2,Sometimes,Almost never,Almost never,Often,Sometimes,Often,Sometimes,Sometimes,Often,Sometimes,Sometimes,Sometimes,Never,Never,Never,10,8,8,11,3,Complete
11221,10/07/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
11239,04/02/2013,Home Questionnaire Pack 1,Sometimes,Never,Sometimes,Sometimes,Never,Often,Almost never,Almost never,Often,Almost never,Almost never,Always,Never,Never,Never,9,7,7,9,3,Complete
11239,15/01/2014,Home Questionnaire Pack 2,Often,Never,Almost never,Almost never,Never,Always,Almost never,Often,Sometimes,Often,Never,Never,Never,Never,Never,11,3,5,11,3,Complete
11239,29/06/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
11262,04/02/2013,Home Questionnaire Pack 1,Sometimes,Sometimes,Often,Sometimes,Sometimes,Sometimes,Almost never,Almost never,Often,Sometimes,Almost never,Sometimes,Never,Never,Never,10,9,8,8,3,Complete
11262,10/06/2016,Home Questionnaire Pack 2,,,,,,,,,,,,,,,,,,,,,Incomplete
11296,03/02/2013,Home Questionnaire Pack 1,Often,Never,Never,Sometimes,Sometimes,Often,Never,Almost never,Often,Often,Almost never,Sometimes,Never,Never,Never,12,7,4,9,3,Complete
11296,15/01/2014,Home Questionnaire Pack 2,Often,Almost never,Never,Often,Almost never,Often,Sometimes,Almost never,Often,Often,Sometimes,Almost never,Almost never,Almost never,Never,12,6,7,10,5,Complete
11304,05/02/2013,Home Questionnaire Pack 1,Often,Sometimes,Almost never,Sometimes,Sometimes,Often,Almost never,Almost never,Often,Often,Sometimes,Sometimes,Never,Never,Never,12,9,7,9,3,Complete
11304,18/01/2014,Home Questionnaire Pack 2,.a,Almost never,Almost never,Sometimes,Almost never,Often,Almost never,Almost never,Often,.a,Almost never,Almost never,Almost never,Never,Never,,6,6,9,4,Complete
11304,05/07/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
11312,08/02/2013,Home Questionnaire Pack 1,Sometimes,Almost never,Almost never,Sometimes,Sometimes,Often,Almost never,Sometimes,Sometimes,Almost never,Almost never,Almost never,Never,Never,Never,8,7,6,10,3,Complete
11312,11/02/2014,Home Questionnaire Pack 2,Often,Never,Never,Sometimes,Almost never,Sometimes,Never,Sometimes,Always,Often,Sometimes,Often,Never,Never,Never,13,7,5,9,3,Complete
11320,04/02/2013,Home Questionnaire Pack 1,Sometimes,Never,Never,Sometimes,Never,Sometimes,Never,Often,Sometimes,Sometimes,Always,Never,Never,Never,Never,9,3,7,10,3,Complete
11320,01/02/2014,Home Questionnaire Pack 2,Sometimes,Never,Never,Sometimes,Never,Almost never,Never,Sometimes,Often,Sometimes,Never,Never,Never,Never,Never,10,3,3,8,3,Complete
11320,10/07/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
11338,04/02/2013,Home Questionnaire Pack 1,Often,Never,Never,Often,Never,Always,Almost never,Almost never,Always,Always,Never,Never,Never,Never,Never,14,3,4,11,3,Complete
11387,04/02/2013,Home Questionnaire Pack 1,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Often,Almost never,Never,Never,Never,3,4,6,3,3,Complete
11395,07/02/2013,Home Questionnaire Pack 1,Sometimes,Sometimes,Sometimes,Almost never,Sometimes,Often,Sometimes,Almost never,Sometimes,Often,Sometimes,Sometimes,Never,Never,Never,10,9,9,8,3,Complete
11395,15/01/2014,Home Questionnaire Pack 2,Often,Often,Never,Almost never,Never,Often,Never,Often,Always,Always,Sometimes,Sometimes,Never,Never,Never,14,8,5,10,3,Complete
11403,04/02/2013,Home Questionnaire Pack 1,Sometimes,Almost never,Almost never,Almost never,Almost never,Often,Never,Never,Often,Almost never,Sometimes,Almost never,Never,Never,Never,9,6,6,7,3,Complete
11403,27/01/2014,Home Questionnaire Pack 2,Sometimes,Often,Often,Sometimes,Almost never,Sometimes,Almost never,Never,Often,Sometimes,Sometimes,Often,Almost never,Never,Never,10,10,9,7,4,Complete
11403,25/06/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
11429,04/02/2013,Home Questionnaire Pack 1,Sometimes,Sometimes,Almost never,Sometimes,Almost never,Sometimes,Never,Never,Sometimes,Sometimes,Never,Sometimes,Never,Never,Never,9,8,4,7,3,Complete
11429,15/01/2014,Home Questionnaire Pack 2,Sometimes,Never,Almost never,Sometimes,Never,Never,Never,Never,Sometimes,Sometimes,Never,Never,Never,Never,Never,9,3,4,5,3,Complete
11429,24/06/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
11452,06/02/2013,Home Questionnaire Pack 1,Often,Sometimes,Sometimes,Sometimes,Sometimes,Often,Almost never,Sometimes,Often,Often,Sometimes,Sometimes,Never,Never,Never,12,9,8,10,3,Complete
11452,24/02/2014,Home Questionnaire Pack 2,Often,Almost never,Almost never,Sometimes,Sometimes,Sometimes,Almost never,Sometimes,Sometimes,Often,Sometimes,Sometimes,Never,Never,Never,11,8,7,9,3,Complete
11452,27/06/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
11460,07/02/2013,Home Questionnaire Pack 1,Almost never,Never,Sometimes,Sometimes,Never,Almost never,Almost never,Never,Almost never,Never,Often,Never,Never,Never,Never,5,3,9,6,3,Complete
11486,05/02/2013,Home Questionnaire Pack 1,Sometimes,Almost never,Almost never,Almost never,Sometimes,Often,Almost never,Almost never,Sometimes,Sometimes,Sometimes,Almost never,Never,Never,Never,9,7,7,8,3,Complete
11486,17/01/2015,Home Questionnaire Pack 2,Always,Never,Always,Almost never,Almost never,Often,Often,Often,Always,Always,Often,Sometimes,Never,Never,Never,15,6,13,10,3,Complete
11486,19/12/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
11494,10/02/2013,Home Questionnaire Pack 1,Often,Sometimes,Never,Almost never,Sometimes,Often,Sometimes,Almost never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Never,10,9,7,8,3,Complete
11494,05/05/2016,Home Questionnaire Pack 2,Often,Never,Never,Often,Never,Often,Never,Sometimes,Often,Often,Never,Almost never,Never,Never,Never,12,4,3,11,3,Complete
11502,06/02/2013,Home Questionnaire Pack 1,Often,Never,Almost never,Often,Sometimes,Sometimes,Never,Sometimes,Always,Never,Sometimes,Never,Never,Never,Never,10,5,6,10,3,Complete
11510,16/02/2013,Home Questionnaire Pack 1,Sometimes,Never,Almost never,Almost never,Never,Sometimes,Almost never,Never,Often,Sometimes,Sometimes,Never,Never,Never,Never,10,3,7,6,3,Complete
11510,24/01/2014,Home Questionnaire Pack 2,Sometimes,Never,Never,Sometimes,Never,Sometimes,Never,Never,Almost never,Never,Often,Never,Never,Never,Never,6,3,6,7,3,Complete
11510,08/07/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
11536,05/02/2014,Home Questionnaire Pack 1,Almost never,Sometimes,Never,Almost never,Never,Sometimes,Never,Never,Almost never,Almost never,Almost never,Never,Never,Never,Never,6,5,4,6,3,Complete
11536,12/01/2015,Home Questionnaire Pack 2,Sometimes,Almost never,Never,Almost never,Sometimes,Sometimes,Never,Almost never,Sometimes,Almost never,Almost never,Sometimes,Never,Never,Never,8,8,4,7,3,Complete
11536,12/01/2016,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
11544,06/02/2013,Home Questionnaire Pack 1,Sometimes,Almost never,Never,Often,Never,Sometimes,Never,Often,Often,Often,Never,Never,Never,Never,Never,11,4,3,11,3,Complete
11551,06/02/2013,Home Questionnaire Pack 1,Almost never,Never,Never,Sometimes,Never,Often,Never,Never,Always,Almost never,Never,Never,Never,Never,Never,9,3,3,8,3,Complete
11551,23/01/2014,Home Questionnaire Pack 2,Always,Never,Never,Often,Almost never,Often,Never,Always,Always,Always,Sometimes,Sometimes,Never,Never,Never,15,6,5,13,3,Complete
11551,09/04/2016,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
11619,06/02/2013,Home Questionnaire Pack 1,Sometimes,Never,Almost never,Almost never,Almost never,Sometimes,Never,Almost never,Sometimes,Sometimes,Almost never,Sometimes,Never,Never,Never,9,6,5,7,3,Complete
11627,06/02/2013,Home Questionnaire Pack 1,Often,Never,Never,Sometimes,Never,Almost never,Never,Sometimes,Often,Sometimes,Never,Never,Never,Never,Never,11,3,3,8,3,Complete
11627,18/01/2014,Home Questionnaire Pack 2,Often,Almost never,Sometimes,Often,Sometimes,Often,Never,Sometimes,Often,Often,Never,Sometimes,Never,Never,Never,12,8,5,11,3,Complete
11627,17/08/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
11635,06/02/2013,Home Questionnaire Pack 1,Often,Sometimes,Almost never,Sometimes,Almost never,Sometimes,Almost never,Sometimes,Sometimes,Sometimes,Never,Almost never,Never,Never,Never,10,7,5,9,3,Complete
11635,01/02/2014,Home Questionnaire Pack 2,Often,Sometimes,Sometimes,Often,Almost never,Often,Never,Almost never,Always,Often,Never,Never,Never,Never,Never,13,6,5,10,3,Complete
11643,06/02/2013,Home Questionnaire Pack 1,Sometimes,Never,Almost never,Almost never,Often,Always,Sometimes,Never,Always,Often,Always,Always,Never,Never,Never,12,10,10,8,3,Complete
11650,28/02/2013,Home Questionnaire Pack 1,Always,Almost never,Never,Often,Sometimes,Often,Never,Sometimes,Always,Always,Almost never,Sometimes,Never,Never,Never,15,8,4,11,3,Complete
11668,06/02/2013,Home Questionnaire Pack 1,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,Sometimes,Sometimes,Often,Often,Sometimes,Sometimes,Never,Never,Never,11,9,9,10,3,Complete
11692,05/02/2013,Home Questionnaire Pack 1,Often,Sometimes,Almost never,Sometimes,Sometimes,Always,Sometimes,Sometimes,Always,Sometimes,Sometimes,Often,Never,Never,Never,12,10,8,11,3,Complete
11692,08/02/2014,Home Questionnaire Pack 2,Often,Almost never,Almost never,Almost never,Almost never,Sometimes,Almost never,Almost never,Often,Sometimes,Almost never,Always,Never,Never,Never,11,9,6,7,3,Complete
11692,26/06/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
11718,06/02/2013,Home Questionnaire Pack 1,Sometimes,Almost never,Sometimes,Almost never,Almost never,Sometimes,Almost never,Never,Often,Sometimes,Sometimes,Sometimes,Never,Never,Never,10,7,8,6,3,Complete
11718,23/01/2014,Home Questionnaire Pack 2,Often,Sometimes,Almost never,Never,Never,Sometimes,Almost never,Never,Often,Sometimes,Often,Sometimes,Never,Never,Never,11,7,8,5,3,Complete
11718,03/07/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
11726,06/02/2013,Home Questionnaire Pack 1,Sometimes,Almost never,Almost never,Sometimes,Sometimes,Often,Almost never,Sometimes,Often,Sometimes,Almost never,Sometimes,Never,Never,Never,10,8,6,10,3,Complete
11734,24/04/2013,Home Questionnaire Pack 1,Sometimes,Sometimes,Almost never,Sometimes,Almost never,Sometimes,Almost never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Almost never,Never,Never,9,8,7,9,4,Complete
11734,01/04/2014,Home Questionnaire Pack 2,Sometimes,Sometimes,Almost never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Almost never,Sometimes,Sometimes,Never,Never,Never,8,9,8,9,3,Complete
11734,19/09/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
11759,06/02/2013,Home Questionnaire Pack 1,Sometimes,Never,Never,Sometimes,Almost never,Sometimes,Sometimes,Almost never,Sometimes,Sometimes,Almost never,Never,Never,Never,Never,9,4,6,8,3,Complete
11767,06/02/2013,Home Questionnaire Pack 1,Sometimes,Never,Sometimes,Often,Almost never,Sometimes,Sometimes,Never,Often,Often,Never,Often,Never,Never,Never,11,7,7,8,3,Complete
11767,10/07/2014,Home Questionnaire Pack 2,Always,Never,Often,Always,Sometimes,Sometimes,Never,Always,Always,Always,Never,Sometimes,Never,Never,Never,15,7,6,13,3,Complete
11767,17/07/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
11783,09/02/2013,Home Questionnaire Pack 1,Sometimes,Almost never,Sometimes,Almost never,Almost never,Sometimes,Almost never,Never,Sometimes,Sometimes,Almost never,Almost never,Never,Never,Never,9,6,7,6,3,Complete
11783,02/04/2014,Home Questionnaire Pack 2,Sometimes,Never,Never,Sometimes,Never,Sometimes,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,7,3,3,7,3,Complete
11841,06/02/2013,Home Questionnaire Pack 1,Sometimes,Never,Almost never,Often,Never,Often,Never,Sometimes,Often,Often,Almost never,Never,Never,Never,Never,11,3,5,11,3,Complete
11841,19/01/2014,Home Questionnaire Pack 2,Sometimes,Never,Never,Sometimes,Never,Often,Never,Sometimes,Often,Often,Never,Never,Never,Never,Never,11,3,3,10,3,Complete
11841,24/06/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
11858,04/02/2013,Home Questionnaire Pack 1,Sometimes,Never,Never,Often,Almost never,Often,Almost never,Often,Sometimes,Sometimes,Never,Sometimes,Never,Never,Never,9,6,4,12,3,Complete
11858,10/01/2014,Home Questionnaire Pack 2,Often,Never,Almost never,Sometimes,Almost never,Often,Almost never,Sometimes,Often,Often,Almost never,Sometimes,Almost never,Never,Never,12,6,6,10,4,Complete
11858,14/01/2016,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
11866,21/02/2013,Home Questionnaire Pack 1,Sometimes,Often,Sometimes,Sometimes,Sometimes,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Almost never,Almost never,Almost never,9,10,9,10,6,Complete
11874,06/02/2013,Home Questionnaire Pack 1,Often,Almost never,Never,Often,Never,Always,Sometimes,Sometimes,Always,Often,Almost never,Sometimes,Almost never,Never,Never,13,6,6,12,4,Complete
11882,06/02/2013,Home Questionnaire Pack 1,Always,Never,Never,Always,Never,Always,Never,Sometimes,Always,Often,Never,Never,Never,Never,Never,14,3,3,13,3,Complete
11882,17/01/2014,Home Questionnaire Pack 2,Often,Almost never,Never,Always,Never,Always,Never,Always,Always,Often,Never,Sometimes,Never,Never,Never,13,6,3,15,3,Complete
11882,24/06/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
11890,06/02/2013,Home Questionnaire Pack 1,Sometimes,Almost never,Almost never,Almost never,Almost never,Almost never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Almost never,Never,Never,Never,9,6,8,5,3,Complete
11890,19/02/2014,Home Questionnaire Pack 2,Sometimes,Never,Almost never,Almost never,Never,Never,Sometimes,Never,Often,Almost never,Often,Never,Never,Never,Never,9,3,9,4,3,Complete
11890,10/06/2016,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
11924,06/02/2013,Home Questionnaire Pack 1,Sometimes,Almost never,Never,Often,Almost never,Always,Never,Sometimes,Often,Often,Never,Always,Almost never,Never,Never,11,9,3,12,4,Complete
11924,18/01/2014,Home Questionnaire Pack 2,Sometimes,Never,Never,Often,Never,Always,Never,Often,Always,Always,Never,Never,Sometimes,Never,Never,13,3,3,13,5,Complete
11924,26/06/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
11932,07/02/2013,Home Questionnaire Pack 1,Often,Almost never,Never,Sometimes,Never,Often,Never,Almost never,Often,Almost never,Often,Never,Never,Never,Never,10,4,6,9,3,Complete
11932,28/01/2014,Home Questionnaire Pack 2,Sometimes,Never,Almost never,Often,Never,Sometimes,Never,Often,Sometimes,Almost never,Almost never,Never,Never,Never,Never,8,3,5,11,3,Complete
11932,28/06/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
11940,06/02/2013,Home Questionnaire Pack 1,Sometimes,Almost never,Never,Often,Almost never,Always,Almost never,Never,Often,Often,Sometimes,Sometimes,Never,Never,Never,11,7,6,10,3,Complete
11940,18/01/2014,Home Questionnaire Pack 2,Sometimes,Almost never,Almost never,Sometimes,Never,Sometimes,Almost never,Never,Sometimes,Never,Almost never,Never,Never,Never,Never,7,4,6,7,3,Complete
11940,09/07/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
11957,24/02/2013,Home Questionnaire Pack 1,Sometimes,Never,Almost never,Never,Always,Always,Almost never,Never,Almost never,Never,Sometimes,Never,Never,Never,Never,6,7,7,7,3,Complete
11957,28/11/2014,Home Questionnaire Pack 2,Often,Sometimes,Almost never,Never,Often,Sometimes,Always,Never,Sometimes,Almost never,Always,.a,Never,Never,Never,9,,12,5,3,Complete
11965,19/02/2013,Home Questionnaire Pack 1,Often,Almost never,Never,Often,Almost never,Always,Almost never,Sometimes,Often,Often,Almost never,Never,Almost never,Never,Never,12,5,5,12,4,Complete
11965,10/02/2014,Home Questionnaire Pack 2,Often,Almost never,Never,Sometimes,Almost never,Always,Almost never,Sometimes,Often,Never,Never,Never,Never,Never,Never,9,5,4,11,3,Complete
11965,29/06/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
